persona_id,w1_before,w1_after,delta,pct_change,model
SVK_Male_30-49_Lower,0.3089972901111111,0.20365853588888888,-0.10533875422222222,-34.090510691645186,bielik
SVK_Male_30-49_Medium,0.26091030788888886,0.21835341366666666,-0.0425568942222222,-16.31092867375154,bielik
SVK_Male_50-64_Higher,0.28919191955555557,0.19686868733333332,-0.09232323222222225,-31.924554587869935,bielik
SVK_Male_50-64_Lower,0.2471527777777778,0.16979166666666667,-0.07736111111111113,-31.300927226749092,bielik
SVK_Male_50-64_Medium,0.20799283166666663,0.16354838699999996,-0.044444444666666666,-21.36825789164417,bielik
SVK_Male_65+_Higher,0.3118300651111111,0.3061437908888889,-0.005686274222222232,-1.8235169916012113,bielik
SVK_Male_65+_Lower,0.3509961687777778,0.24582375500000003,-0.10517241377777775,-29.96397771064116,bielik
SVK_Male_65+_Medium,0.20325581422222225,0.1728682168888889,-0.03038759733333335,-14.950419720889357,bielik
USA_Female_18-29_Higher,0.2898560734444444,0.2820782956666667,-0.007777777777777717,-2.683324066786702,bielik
USA_Female_30-49_Higher,0.30007226744444443,0.2973803072222222,-0.002691960222222234,-0.8971039693698536,bielik
USA_Female_30-49_Lower,0.3516239314444445,0.2997435896666667,-0.05188034177777778,-14.754496818421108,bielik
USA_Female_30-49_Medium,0.24342093133333337,0.26564315355555557,0.0222222222222222,9.129133678234002,bielik
USA_Female_50-64_Higher,0.3053387533333333,0.29447154444444446,-0.010867208888888868,-3.5590663714491932,bielik
USA_Female_50-64_Medium,0.27580335744444445,0.285483613,0.009680255555555572,3.509839635474881,bielik
USA_Female_65+_Higher,0.18825396811111111,0.2293650792222222,0.0411111111111111,21.83811131505421,bielik
USA_Female_65+_Medium,0.15156156155555556,0.23441441422222223,0.08285285266666667,54.666138179301214,bielik
USA_Male_30-49_Higher,0.2677251806666667,0.28994740288888887,0.0222222222222222,8.300385554652086,bielik
USA_Male_50-64_Medium,0.27694444444444444,0.2602777777777778,-0.016666666666666663,-6.018054162487461,bielik
USA_Male_65+_Higher,0.2901087802222222,0.2762082362222222,-0.013900544000000015,-4.791493724992484,bielik
USA_Male_65+_Medium,0.24641414144444448,0.27237373766666667,0.025959596222222187,10.534945790874966,bielik
CHN_Female_18-29_Higher,0.18333333333333332,0.29583333333333334,0.11250000000000002,61.363636363636374,qwen
CHN_Female_18-29_Lower,0.3211805555555556,0.46743055555555557,0.14625,45.53513513513513,qwen
CHN_Female_18-29_Medium,0.2640522878888889,0.3748366014444444,0.11078431355555551,41.95544543138845,qwen
CHN_Female_30-49_Higher,0.32748537977777775,0.4281286551111111,0.10064327533333334,30.73214303540115,qwen
