persona_id,model,base_model,country,sex,age_group,education,base_w1,post_w1_norm,delta_w1,pct_change,base_ci_lower,base_ci_upper,post_w1_ci_lower,post_w1_ci_upper
SVK_Male_50-64_Medium,qwen_lora,qwen,SVK,Male,50-64,Medium,0.2777777781111111,0.2777777781111111,0,0,0.2168458781362007,0.34587813620071683,0.2168010752688172,0.34767025089605735
SVK_Male_65+_Higher,bielik_lora,bielik,SVK,Male,65+,Higher,0.3118300651111111,0.3061437908888889,-0.005686274222222232,-1.8235169916012113,0.1940196078431373,0.45499999999999985,0.22117647058823528,0.3976470588235294
SVK_Male_65+_Higher,qwen_lora,qwen,SVK,Male,65+,Higher,0.32294117622222224,0.33477124133333336,0.011830065111111121,3.6632259935074423,0.2052941176470588,0.4602254901960784,0.17790849673202613,0.49163398692810456
SVK_Male_65+_Lower,bielik_lora,bielik,SVK,Male,65+,Lower,0.3509961687777778,0.24582375500000003,-0.10517241377777775,-29.96397771064116,0.2609578544061303,0.4448659003831417,0.1806896551724138,0.3128735632183908
SVK_Male_65+_Lower,qwen_lora,qwen,SVK,Male,65+,Lower,0.33524904233333336,0.33524904233333336,0,0,0.2567049808429119,0.4118773946360153,0.260536398467433,0.41570881226053635
SVK_Male_65+_Medium,bielik_lora,bielik,SVK,Male,65+,Medium,0.20325581422222225,0.1728682168888889,-0.03038759733333335,-14.950419720889357,0.12315245478036176,0.2911111111111111,0.1186046511627907,0.23565891472868217
SVK_Male_65+_Medium,qwen_lora,qwen,SVK,Male,65+,Medium,0.2454780364444445,0.24547803644444446,-2.7755575615628914e-17,-1.130674500156776e-14,0.17054263565891473,0.3333333333333333,0.16795865633074936,0.3359173126614987
USA_Female_18-29_Higher,bielik_lora,bielik,USA,Female,18-29,Higher,0.2898560734444444,0.2820782956666667,-0.007777777777777717,-2.683324066786702,0.26508635578583767,0.3151871042026483,0.2550201496833621,0.3091364421416235
USA_Female_18-29_Higher,qwen_lora,qwen,USA,Female,18-29,Higher,0.3669142198888889,0.3490385718888889,-0.017875647999999966,-4.871887496051032,0.33638744962579153,0.3980166954519286,0.3237075417386298,0.37495970063327577
USA_Female_18-29_Medium,bielik_lora,bielik,USA,Female,18-29,Medium,0.3272659171111111,0.2772659171111111,-0.04999999999999999,-15.278095697030478,0.29667915106117354,0.355980024968789,0.24792009987515606,0.3059956304619226
USA_Female_18-29_Medium,qwen_lora,qwen,USA,Female,18-29,Medium,0.4058676644444444,0.297852684,-0.10801498044444441,-26.613349598149526,0.36404494382022473,0.4452091136079899,0.27286828963795257,0.32157303370786516
USA_Female_30-49_Higher,bielik_lora,bielik,USA,Female,30-49,Higher,0.30007226744444443,0.2973803072222222,-0.002691960222222234,-0.8971039693698536,0.2788324299909666,0.3240108401084011,0.2788617886178862,0.3154471544715447
USA_Female_30-49_Higher,qwen_lora,qwen,USA,Female,30-49,Higher,0.3947606143333333,0.33229448966666664,-0.06246612466666668,-15.823798625949214,0.3721657633242999,0.4164408310749774,0.3101513098464318,0.3539972899728997
USA_Female_30-49_Lower,bielik_lora,bielik,USA,Female,30-49,Lower,0.3516239314444445,0.2997435896666667,-0.05188034177777778,-14.754496818421108,0.24905982905982904,0.43709401709401713,0.23136752136752137,0.36811965811965813
USA_Female_30-49_Lower,qwen_lora,qwen,USA,Female,30-49,Lower,0.37606837588888886,0.3111965812222222,-0.06487179466666665,-17.249999953687496,0.28205128205128205,0.4700854700854701,0.22551282051282054,0.4238461538461538
USA_Female_30-49_Medium,bielik_lora,bielik,USA,Female,30-49,Medium,0.24342093133333337,0.26564315355555557,0.0222222222222222,9.129133678234002,0.21851313969571232,0.2683287229137851,0.24545873674504382,0.29007837713231904
USA_Female_30-49_Medium,qwen_lora,qwen,USA,Female,30-49,Medium,0.3789764868888889,0.2921115722222222,-0.08686491466666668,-22.920924561774825,0.35360765329645,0.4029506685108345,0.27181420009220836,0.3119363762102351
USA_Female_50-64_Higher,bielik_lora,bielik,USA,Female,50-64,Higher,0.3053387533333333,0.29447154444444446,-0.010867208888888868,-3.5590663714491932,0.27010840108401085,0.3432791327913279,0.25653116531165315,0.3324119241192412
