persona_id,model,w1_norm,w1_boot_mean,w1_boot_sd,w1_ci_lower,w1_ci_upper,country,sex,age_group,education
SVK_Female_30-49_Lower,gemma3,0.3983739841111111,0.39711111111111114,0.04641923110982565,0.30894308943089427,0.48245257452574525,SVK,Female,30-49,Lower
SVK_Female_30-49_Lower,qwen,0.26829268300000003,0.2679268292682927,0.03629495731371444,0.2005420054200542,0.33875338753387535,SVK,Female,30-49,Lower
SVK_Female_30-49_Medium,bielik,0.24028368800000002,0.24126416075650117,0.022197559060471075,0.20009456264775413,0.2892671394799054,SVK,Female,30-49,Medium
SVK_Female_30-49_Medium,gemma3,0.30141843977777777,0.30098108747044916,0.025415784879566795,0.2541371158392435,0.35227541371158394,SVK,Female,30-49,Medium
SVK_Female_30-49_Medium,qwen,0.28250591022222227,0.2833451536643026,0.02090129235910029,0.24349881796690306,0.3238770685579196,SVK,Female,30-49,Medium
SVK_Female_50-64_Higher,bielik,0.21222222222222223,0.2110788888888889,0.03695154729794017,0.14555555555555555,0.2872222222222222,SVK,Female,50-64,Higher
SVK_Female_50-64_Higher,gemma3,0.2555555555555556,0.2561361111111111,0.03832766692245153,0.18611111111111112,0.33055555555555555,SVK,Female,50-64,Higher
SVK_Female_50-64_Higher,qwen,0.20777777777777778,0.20922055555555555,0.036865613427578596,0.14222222222222222,0.28833333333333333,SVK,Female,50-64,Higher
SVK_Female_50-64_Lower,bielik,0.2174863383333333,0.2196990892531876,0.0335844119226165,0.15551001821493626,0.2867030965391621,SVK,Female,50-64,Lower
SVK_Female_50-64_Lower,gemma3,0.284153005,0.28542987249544627,0.03314982341789703,0.22404371584699456,0.34972677595628415,SVK,Female,50-64,Lower
SVK_Female_50-64_Lower,qwen,0.2604735878888889,0.2607030965391621,0.028603059484321472,0.2058287795992714,0.3188069216757741,SVK,Female,50-64,Lower
SVK_Female_50-64_Medium,bielik,0.21212121211111112,0.2131590909090909,0.024487673749326637,0.16540404040404041,0.26013257575757576,SVK,Female,50-64,Medium
SVK_Female_50-64_Medium,gemma3,0.2777777778888889,0.277385101010101,0.028600069591696232,0.22095959595959597,0.33459595959595956,SVK,Female,50-64,Medium
SVK_Female_50-64_Medium,qwen,0.23989898988888891,0.24085353535353535,0.02329012321322716,0.19823232323232323,0.28538510101010095,SVK,Female,50-64,Medium
SVK_Female_65+_Higher,bielik,0.2736111111111111,0.27762666666666663,0.07901333823304671,0.13472222222222224,0.4408333333333333,SVK,Female,65+,Higher
SVK_Female_65+_Higher,gemma3,0.30472222222222223,0.3038177777777778,0.07592422830690843,0.16565972222222225,0.45235416666666656,SVK,Female,65+,Higher
SVK_Female_65+_Higher,qwen,0.2802777777777778,0.27916722222222223,0.07822882209468816,0.1275,0.4261111111111111,SVK,Female,65+,Higher
SVK_Female_65+_Lower,bielik,0.17332138533333333,0.17240979689366787,0.02608969107663022,0.12430704898446836,0.2223357228195938,SVK,Female,65+,Lower
SVK_Female_65+_Lower,gemma3,0.17443249644444445,0.1727072879330944,0.027390185155329653,0.12066905615292711,0.22703106332138587,SVK,Female,65+,Lower
SVK_Female_65+_Lower,qwen,0.18040621222222222,0.18061409796893668,0.019782575795319453,0.14575866188769415,0.22344683393070489,SVK,Female,65+,Lower
SVK_Female_65+_Medium,bielik,0.188125,0.18893576388888889,0.037657502572464537,0.12041666666666667,0.26972222222222225,SVK,Female,65+,Medium
